SID,NAME,ISO_TIME,TYPE_CODE,LAT,LON,PRESSURE,WIND_MS,YEAR,WIND_KMH
202207,Mulan,2022-08-09 09:00:00,2,18.0,113.0,995,20.0,2022,72.0
202209,Ma-on,2022-08-23 12:00:00,3,18.4,120.4,985,25.0,2022,90.0
202212,Muifa,2022-09-14 03:00:00,5,28.4,123.0,945,48.0,2022,172.8
202220,Nesat,2022-10-15 18:00:00,2,19.1,122.3,990,23.0,2022,82.8
202222,Nalgae,2022-10-31 18:00:00,4,18.5,116.2,975,33.0,2022,118.8
202304,TALIM,2023-07-15 06:00:00,2,18.1,118.1,998,18.0,2023,64.8
202305,DOKSURI,2023-07-25 12:00:00,6,18.8,122.8,925,58.0,2023,208.8
202309,SAOLA,2023-08-29 12:00:00,6,19.3,122.7,925,58.0,2023,208.8
202311,HAIKUI,2023-09-02 21:00:00,5,22.5,122.8,945,48.0,2023,172.8
202314,KOINU,2023-10-04 06:00:00,6,22.1,122.7,935,52.0,2023,187.20000000000002
202316,SANBA,2023-10-18 12:00:00,2,18.1,108.8,998,20.0,2023,72.0
202403,GAEMI,2024-07-24 03:00:00,6,23.9,122.9,935,52.0,2024,187.20000000000002
202404,PRAPIROON,2024-07-21 15:00:00,3,18.3,110.6,988,25.0,2024,90.0
202411,YAGI,2024-09-02 18:00:00,2,18.1,120.8,995,20.0,2024,72.0
202413,BEBINCA,2024-09-15 21:00:00,5,30.7,122.5,965,42.0,2024,151.20000000000002
202414,PULASAN,2024-09-19 09:00:00,2,30.2,122.7,995,23.0,2024,82.8
202418,KRATHON,2024-09-29 12:00:00,5,19.8,123.0,950,45.0,2024,162.0
202421,KONG-REY,2024-10-30 18:00:00,6,21.0,122.8,930,55.0,2024,198.0
202422,YINXING,2024-11-07 06:00:00,6,18.5,122.4,920,62.0,2024,223.20000000000002
202423,TORAJI,2024-11-11 18:00:00,3,18.2,119.1,985,25.0,2024,90.0
202424,MAN-YI,2024-11-18 00:00:00,3,18.1,118.2,980,30.0,2024,108.0
202425,USAGI,2024-11-14 06:00:00,6,18.0,122.1,935,52.0,2024,187.20000000000002
